model	nDCGRendle2020	HR	Precision	Recall
KPCA_sigmoid@4	0.13259207844049561	0.36302746148693904	0.06627595445411921	0.16307639743279073
KPCA_sigmoid@64	0.2215941161509948	0.5103817816476892	0.09176155391828533	0.2631395021388282
KPCA_sigmoid@8	0.16204012243281551	0.4192900200937709	0.07572002679169458	0.19948590685831163
NN@128	0.24240728896235597	0.5525787006028131	0.10120562625586067	0.2928272830120188
NN@16	0.209295936703816	0.5077026121902211	0.09236436704621567	0.2580335879688449
NN@2	0.11383978375420872	0.34293369055592765	0.06014735432016076	0.15132927430171408
NN@32	0.22717512999719608	0.5244474212993971	0.09604822505023441	0.2743943748284028
NN@4	0.1515641133630896	0.3968519758874749	0.072337575351641	0.18558089569326058
NN@64	0.23638485716692434	0.5368385800401876	0.09785666443402546	0.28239381544648334
NN@8	0.18076464678152931	0.45244474212993974	0.08231748158070998	0.2240747572265726
TSNE@2	0.017502386048045843	0.061620897521768254	0.008573342263898193	0.02372756230239866
UMAP@128	0.010270114671643158	0.03248492967180174	0.006061620897521769	0.014061971301135364
UMAP@16	0.007976161931946675	0.02277294038847957	0.004152712659075687	0.009293479855448004
UMAP@2	0.02966549636148891	0.11352980576021433	0.020428667113194913	0.03266745931759196
UMAP@32	0.03352699583960571	0.1419959812458138	0.023710649698593433	0.04295262812211462
UMAP@4	0.005369081286806566	0.014735432016075016	0.002277294038847957	0.005407013301315967
UMAP@64	0.009428087028801144	0.02813127930341594	0.004018754186202277	0.011269268870390498
UMAP@8	0.009997877723182206	0.024447421299397188	0.004789015405224381	0.010223516720430455
