item	entity
173	173
3830	3830
3107	3107
2286	2286
2826	2826
2409	2409
1640	1640
801	801
2965	2965
3182	3182
1501	1501
2533	2533
174	174
3696	3696
2567	2567
402	402
1367	1367
3183	3183
3108	3108
2657	2657
1929	1929
1333	1333
2827	2827
1068	1068
2695	2695
1641	1641
3310	3310
3697	3697
40	40
660	660
454	454
2568	2568
1069	1069
3608	3608
3311	3311
2966	2966
2928	2928
2828	2828
1197	1197
2039	2039
1754	1754
3240	3240
405	405
1820	1820
661	661
3609	3609
1889	1889
2697	2697
13	13
574	574
1755	1755
1643	1643
3184	3184
2040	2040
3567	3567
1370	1370
1821	1821
3438	3438
1756	1756
1232	1232
1334	1334
575	575
2410	2410
3610	3610
3185	3185
2698	2698
407	407
2322	2322
1198	1198
1644	1644
2929	2929
3480	3480
2411	2411
846	846
3186	3186
1371	1371
3313	3313
1822	1822
802	802
948	948
2930	2930
3481	3481
3439	3439
2041	2041
2287	2287
2967	2967
1758	1758
1111	1111
2412	2412
2451	2451
3698	3698
1372	1372
3831	3831
3611	3611
3570	3570
2042	2042
1070	1070
1112	1112
803	803
3243	3243
3440	3440
949	949
1759	1759
3876	3876
2795	2795
848	848
2145	2145
2968	2968
275	275
2452	2452
408	408
1502	1502
804	804
1373	1373
3699	3699
41	41
2146	2146
317	317
3571	3571
2569	2569
409	409
3730	3730
2932	2932
2043	2043
2658	2658
175	175
276	276
3366	3366
1760	1760
3612	3612
14	14
3244	3244
2796	2796
2829	2829
3060	3060
849	849
2147	2147
3877	3877
1335	1335
1930	1930
410	410
2699	2699
2659	2659
1891	1891
1645	1645
1762	1762
2453	2453
3315	3315
1503	1503
15	15
318	318
3441	3441
576	576
3061	3061
1374	1374
411	411
42	42
1336	1336
1824	1824
662	662
2044	2044
2660	2660
3367	3367
3062	3062
3613	3613
3442	3442
3731	3731
3187	3187
2570	2570
663	663
3878	3878
3572	3572
850	850
2935	2935
3482	3482
2661	2661
3316	3316
2187	2187
3834	3834
1646	1646
3573	3573
176	176
2936	2936
319	319
805	805
1504	1504
2534	2534
1375	1375
3317	3317
2970	2970
3189	3189
2045	2045
920	920
3614	3614
1764	1764
3483	3483
3318	3318
177	177
921	921
1647	1647
1765	1765
320	320
1376	1376
412	412
455	455
3109	3109
1199	1199
2046	2046
1071	1071
2971	2971
1892	1892
1826	1826
2937	2937
1113	1113
2413	2413
1648	1648
3319	3319
2972	2972
2288	2288
2047	2047
1767	1767
3368	3368
277	277
1377	1377
2938	2938
851	851
413	413
1931	1931
278	278
2323	2323
1769	1769
1649	1649
3190	3190
322	322
1893	1893
1234	1234
2414	2414
3443	3443
3246	3246
1770	1770
2048	2048
1599	1599
43	43
1894	1894
852	852
533	533
950	950
1771	1771
2831	2831
2415	2415
2973	2973
1507	1507
3063	3063
2049	2049
3575	3575
2325	2325
145	145
324	324
1600	1600
1235	1235
2148	2148
2454	2454
3321	3321
1650	1650
16	16
2188	2188
1772	1772
2833	2833
2149	2149
3879	3879
3322	3322
2050	2050
146	146
3732	3732
534	534
2571	2571
1773	1773
2326	2326
2535	2535
325	325
1895	1895
704	704
414	414
577	577
3323	3323
2189	2189
147	147
3484	3484
535	535
1651	1651
2939	2939
2051	2051
806	806
3733	3733
2536	2536
178	178
3065	3065
3247	3247
415	415
2327	2327
664	664
326	326
536	536
3110	3110
17	17
2190	2190
1896	1896
3734	3734
2537	2537
44	44
3324	3324
327	327
3066	3066
2701	2701
279	279
3615	3615
3444	3444
3248	3248
2662	2662
3111	3111
18	18
2191	2191
1200	1200
2834	2834
148	148
456	456
2289	2289
3735	3735
1897	1897
3486	3486
3067	3067
2572	2572
2798	2798
328	328
2538	2538
1114	1114
2663	2663
2702	2702
3445	3445
2835	2835
1458	1458
2052	2052
2290	2290
329	329
1076	1076
578	578
2799	2799
1932	1932
2940	2940
2974	2974
1459	1459
579	579
2291	2291
3370	3370
280	280
3112	3112
3325	3325
3736	3736
3193	3193
2053	2053
1899	1899
2703	2703
1337	1337
1508	1508
2292	2292
1378	1378
1201	1201
580	580
2416	2416
3371	3371
3326	3326
853	853
3194	3194
3113	3113
2539	2539
3737	3737
1339	1339
1934	1934
2664	2664
2836	2836
2800	2800
952	952
416	416
2704	2704
2293	2293
581	581
1202	1202
2328	2328
2417	2417
179	179
3446	3446
1379	1379
1601	1601
3114	3114
3327	3327
3738	3738
2540	2540
330	330
1901	1901
2329	2329
3835	3835
180	180
2294	2294
1935	1935
1340	1340
1115	1115
3447	3447
45	45
181	181
808	808
1936	1936
2941	2941
1236	1236
1077	1077
2054	2054
1902	1902
1509	1509
3836	3836
3616	3616
2665	2665
46	46
1341	1341
182	182
2802	2802
3739	3739
1776	1776
3115	3115
19	19
1937	1937
1602	1602
3372	3372
2150	2150
583	583
2418	2418
2055	2055
3837	3837
705	705
923	923
183	183
3448	3448
47	47
1903	1903
3487	3487
1460	1460
3881	3881
2666	2666
3740	3740
3576	3576
1827	1827
809	809
2330	2330
3068	3068
3373	3373
1777	1777
1938	1938
2803	2803
1238	1238
665	665
2056	2056
20	20
706	706
2295	2295
184	184
3195	3195
3488	3488
3328	3328
2573	2573
2419	2419
2331	2331
3838	3838
2193	2193
924	924
457	457
3701	3701
3374	3374
2942	2942
1939	1939
1904	1904
2455	2455
1461	1461
1829	1829
2151	2151
585	585
537	537
707	707
810	810
1511	1511
1203	1203
2975	2975
3069	3069
2837	2837
281	281
1119	1119
666	666
458	458
417	417
2194	2194
2667	2667
3375	3375
2541	2541
1940	1940
925	925
708	708
3196	3196
2976	2976
2296	2296
1513	1513
3329	3329
2838	2838
2152	2152
3117	3117
811	811
331	331
667	667
1120	1120
3839	3839
2456	2456
2297	2297
1831	1831
1906	1906
953	953
668	668
2574	2574
2542	2542
3377	3377
3071	3071
954	954
1342	1342
2706	2706
1603	1603
2298	2298
2195	2195
2977	2977
2543	2543
813	813
2707	2707
669	669
332	332
3072	3072
2196	2196
418	418
955	955
3882	3882
2978	2978
1779	1779
1240	1240
1204	1204
2057	2057
2943	2943
333	333
3330	3330
3489	3489
814	814
1463	1463
2332	2332
2577	2577
1780	1780
3840	3840
2840	2840
926	926
3883	3883
21	21
3617	3617
3249	3249
419	419
1832	1832
420	420
2979	2979
1205	1205
1241	1241
2420	2420
2709	2709
538	538
2058	2058
3073	3073
334	334
2804	2804
1121	1121
2545	2545
586	586
1604	1604
1833	1833
1206	1206
1941	1941
3449	3449
3490	3490
2421	2421
459	459
1343	1343
3118	3118
3197	3197
185	185
3331	3331
2841	2841
539	539
3741	3741
2805	2805
2333	2333
3074	3074
2457	2457
2546	2546
1380	1380
1781	1781
1834	1834
1207	1207
460	460
1078	1078
3618	3618
2668	2668
2981	2981
3332	3332
3491	3491
2299	2299
186	186
540	540
2842	2842
1464	1464
2422	2422
3119	3119
3075	3075
2458	2458
2806	2806
2197	2197
461	461
1782	1782
815	815
3619	3619
3492	3492
3702	3702
2710	2710
3578	3578
709	709
2669	2669
2059	2059
3333	3333
3620	3620
1079	1079
2153	2153
462	462
3841	3841
2844	2844
1515	1515
3076	3076
2711	2711
2423	2423
48	48
2807	2807
2060	2060
1783	1783
1835	1835
3450	3450
3120	3120
3579	3579
1942	1942
816	816
463	463
3334	3334
187	187
541	541
2712	2712
1605	1605
49	49
1080	1080
335	335
2154	2154
1381	1381
1907	1907
710	710
671	671
2061	2061
3842	3842
1943	1943
3451	3451
1836	1836
1208	1208
1124	1124
1784	1784
1242	1242
2670	2670
3884	3884
3580	3580
1944	1944
818	818
3250	3250
542	542
2846	2846
1606	1606
464	464
2155	2155
1125	1125
1344	1344
2334	2334
1908	1908
3379	3379
421	421
1382	1382
149	149
1516	1516
1465	1465
50	50
1209	1209
3251	3251
3452	3452
2847	2847
3078	3078
587	587
1608	1608
2982	2982
543	543
1126	1126
22	22
2335	2335
282	282
1383	1383
3704	3704
3743	3743
672	672
2579	2579
150	150
1517	1517
1909	1909
3380	3380
1210	1210
2062	2062
3079	3079
3494	3494
2300	2300
2983	2983
1081	1081
858	858
3198	3198
957	957
673	673
1837	1837
3581	3581
3381	3381
1910	1910
711	711
2424	2424
52	52
2301	2301
860	860
2157	2157
2459	2459
544	544
1839	1839
1609	1609
53	53
1466	1466
3252	3252
1785	1785
2713	2713
674	674
1840	1840
422	422
2460	2460
2671	2671
3495	3495
2302	2302
3621	3621
2158	2158
336	336
1610	1610
3622	3622
283	283
337	337
151	151
3623	3623
2672	2672
188	188
3705	3705
1244	1244
2159	2159
1652	1652
1611	1611
1385	1385
927	927
54	54
1788	1788
1841	1841
822	822
3496	3496
1911	1911
3624	3624
2808	2808
1842	1842
3706	3706
1386	1386
2160	2160
3625	3625
1612	1612
2984	2984
1518	1518
2944	2944
1843	1843
3199	3199
2674	2674
2580	2580
1653	1653
823	823
465	465
423	423
1468	1468
2461	2461
1844	1844
2809	2809
3497	3497
1613	1613
1245	1245
286	286
3200	3200
1246	1246
3843	3843
189	189
2848	2848
2945	2945
861	861
3336	3336
2462	2462
424	424
3253	3253
1470	1470
824	824
1946	1946
2199	2199
3708	3708
3254	3254
3081	3081
1947	1947
2547	2547
3844	3844
2463	2463
2810	2810
2581	2581
3255	3255
2303	2303
1082	1082
1387	1387
3201	3201
55	55
3584	3584
3885	3885
862	862
3337	3337
1388	1388
1471	1471
3256	3256
2548	2548
3845	3845
1845	1845
3628	3628
288	288
1389	1389
3202	3202
3886	3886
425	425
3124	3124
3453	3453
1247	1247
2549	2549
1948	1948
1472	1472
1390	1390
3585	3585
2849	2849
152	152
712	712
1212	1212
1248	1248
3338	3338
3887	3887
3454	3454
1654	1654
3709	3709
1846	1846
2161	2161
2583	2583
1083	1083
1391	1391
3586	3586
153	153
3888	3888
23	23
1519	1519
2811	2811
1127	1127
3203	3203
190	190
1084	1084
2336	2336
154	154
3889	3889
2812	2812
1949	1949
2304	2304
1250	1250
545	545
1392	1392
828	828
2985	2985
338	338
2162	2162
1950	1950
3455	3455
3125	3125
3204	3204
2850	2850
3082	3082
155	155
2337	2337
1393	1393
928	928
2986	2986
2425	2425
2163	2163
339	339
156	156
3498	3498
929	929
2851	2851
3846	3846
2338	2338
289	289
588	588
676	676
1394	1394
2676	2676
2201	2201
1213	1213
2464	2464
2426	2426
1395	1395
2164	2164
3744	3744
3083	3083
2202	2202
3206	3206
3257	3257
157	157
3499	3499
426	426
2465	2465
3847	3847
3745	3745
1791	1791
2852	2852
2677	2677
589	589
290	290
2339	2339
3710	3710
2203	2203
1345	1345
3126	3126
1085	1085
3890	3890
427	427
1655	1655
546	546
2584	2584
3848	3848
3500	3500
2946	2946
3631	3631
679	679
3384	3384
1473	1473
3258	3258
1792	1792
590	590
2204	2204
1086	1086
714	714
1912	1912
1396	1396
428	428
1520	1520
547	547
3501	3501
291	291
3127	3127
3339	3339
864	864
2678	2678
3632	3632
680	680
1656	1656
1793	1793
2854	2854
2427	2427
57	57
429	429
3747	3747
1913	1913
1397	1397
24	24
3633	3633
3711	3711
2340	2340
1475	1475
3128	3128
1794	1794
865	865
2428	2428
3891	3891
3457	3457
466	466
1914	1914
2341	2341
3849	3849
3634	3634
25	25
3129	3129
548	548
2987	2987
3712	3712
1128	1128
2166	2166
1522	1522
829	829
1252	1252
3587	3587
3635	3635
2018	2018
340	340
3087	3087
467	467
1915	1915
2988	2988
3340	3340
1849	1849
1087	1087
3130	3130
830	830
1523	1523
3588	3588
2714	2714
2679	2679
1951	1951
3208	3208
191	191
549	549
3259	3259
3851	3851
3636	3636
1916	1916
341	341
1476	1476
2989	2989
1346	1346
468	468
3713	3713
2466	2466
2813	2813
1850	1850
2586	2586
3589	3589
2715	2715
2947	2947
930	930
3131	3131
292	292
1952	1952
1616	1616
342	342
3209	3209
2990	2990
3714	3714
1851	1851
1477	1477
3893	3893
2429	2429
2342	2342
2948	2948
2205	2205
3341	3341
1253	1253
3385	3385
158	158
1088	1088
343	343
3852	3852
1129	1129
3210	3210
3894	3894
2343	2343
294	294
3342	3342
1852	1852
469	469
431	431
1254	1254
1089	1089
3459	3459
716	716
3853	3853
3502	3502
3211	3211
3260	3260
1617	1617
470	470
295	295
1853	1853
2020	2020
2991	2991
3590	3590
471	471
159	159
1854	1854
3460	3460
1953	1953
2167	2167
1657	1657
2430	2430
2855	2855
2021	2021
718	718
3591	3591
592	592
3088	3088
1398	1398
2550	2550
344	344
2431	2431
2344	2344
432	432
2467	2467
2022	2022
472	472
26	26
3132	3132
1855	1855
2305	2305
1619	1619
1658	1658
2432	2432
593	593
831	831
2992	2992
2345	2345
2680	2680
433	433
345	345
2023	2023
719	719
3715	3715
2468	2468
1659	1659
3090	3090
3343	3343
3504	3504
2433	2433
2993	2993
434	434
3895	3895
296	296
3638	3638
346	346
684	684
1479	1479
60	60
3213	3213
1660	1660
2469	2469
3091	3091
2856	2856
2681	2681
3639	3639
3716	3716
347	347
685	685
1480	1480
2716	2716
1399	1399
3593	3593
3261	3261
3214	3214
594	594
435	435
1214	1214
866	866
2551	2551
2857	2857
1130	1130
2306	2306
3386	3386
1917	1917
348	348
2949	2949
687	687
3896	3896
473	473
436	436
3215	3215
2346	2346
1215	1215
1255	1255
3262	3262
1918	1918
3748	3748
1131	1131
1797	1797
3387	3387
688	688
1090	1090
349	349
3897	3897
2168	2168
2347	2347
1620	1620
3594	3594
867	867
1856	1856
438	438
1401	1401
160	160
3263	3263
3092	3092
192	192
1347	1347
2552	2552
2206	2206
1621	1621
1954	1954
2169	2169
1132	1132
2307	2307
3388	3388
691	691
1661	1661
2814	2814
3640	3640
161	161
2717	2717
832	832
2348	2348
2434	2434
868	868
2170	2170
1857	1857
1348	1348
1404	1404
297	297
1955	1955
3093	3093
1524	1524
2308	2308
1662	1662
931	931
2858	2858
550	550
2470	2470
1091	1091
2718	2718
2435	2435
474	474
3595	3595
3641	3641
932	932
3133	3133
1482	1482
1405	1405
551	551
2859	2859
2553	2553
1256	1256
3857	3857
3751	3751
2436	2436
3390	3390
933	933
61	61
2171	2171
350	350
27	27
2587	2587
2554	2554
3135	3135
1919	1919
1257	1257
3858	3858
3505	3505
298	298
720	720
1092	1092
1525	1525
3717	3717
2471	2471
3461	3461
193	193
1920	1920
351	351
3859	3859
595	595
1798	1798
1858	1858
3718	3718
3136	3136
833	833
2994	2994
3860	3860
62	62
2815	2815
3506	3506
352	352
3137	3137
2349	2349
3391	3391
3264	3264
3898	3898
3265	3265
2588	2588
2719	2719
1859	1859
1526	1526
1135	1135
476	476
869	869
63	63
723	723
1136	1136
1527	1527
477	477
3138	3138
1956	1956
3507	3507
870	870
64	64
1407	1407
2861	2861
1137	1137
1258	1258
478	478
2350	2350
1957	1957
3643	3643
3267	3267
65	65
2862	2862
479	479
2351	2351
1860	1860
2720	2720
194	194
872	872
3392	3392
2863	2863
596	596
3268	3268
66	66
1958	1958
2996	2996
353	353
3508	3508
724	724
1528	1528
2352	2352
1861	1861
3644	3644
3393	3393
1140	1140
67	67
2997	2997
1259	1259
2472	2472
597	597
1862	1862
725	725
195	195
68	68
1663	1663
1141	1141
873	873
3753	3753
1863	1863
2589	2589
3899	3899
2353	2353
3754	3754
2999	2999
1864	1864
2590	2590
2354	2354
3141	3141
3900	3900
1959	1959
1408	1408
3755	3755
3269	3269
1865	1865
2474	2474
2355	2355
354	354
3901	3901
3756	3756
1142	1142
3001	3001
2475	2475
480	480
3143	3143
3646	3646
1143	1143
2476	2476
2721	2721
3509	3509
599	599
481	481
3144	3144
1960	1960
3647	3647
875	875
2477	2477
726	726
3510	3510
482	482
2594	2594
3145	3145
3003	3003
600	600
1961	1961
1529	1529
3903	3903
2211	2211
2478	2478
2356	2356
3511	3511
69	69
3146	3146
355	355
3394	3394
1665	1665
196	196
3512	3512
2864	2864
967	967
602	602
1963	1963
1867	1867
2357	2357
197	197
728	728
3395	3395
1666	1666
483	483
603	603
3270	3270
2865	2865
2596	2596
3147	3147
1964	1964
1261	1261
3904	3904
1667	1667
198	198
3648	3648
729	729
3148	3148
1965	1965
877	877
1147	1147
199	199
3905	3905
356	356
2212	2212
3513	3513
70	70
730	730
3649	3649
1409	1409
2866	2866
3396	3396
1868	1868
1148	1148
3271	3271
2722	2722
731	731
200	200
1410	1410
2358	2358
1262	1262
3397	3397
1869	1869
357	357
732	732
2359	2359
3398	3398
1870	1870
1263	1263
604	604
358	358
2723	2723
3757	3757
3005	3005
1668	1668
3399	3399
3514	3514
1535	1535
605	605
359	359
3272	3272
3006	3006
2361	2361
1669	1669
3400	3400
606	606
3273	3273
484	484
1670	1670
3401	3401
201	201
2479	2479
2362	2362
968	968
2724	2724
878	878
3402	3402
1872	1872
202	202
2215	2215
2064	2064
3515	3515
969	969
485	485
1538	1538
3149	3149
2725	2725
1966	1966
3403	3403
2481	2481
203	203
2482	2482
204	204
3150	3150
2597	2597
3151	3151
879	879
205	205
2598	2598
607	607
3152	3152
206	206
3153	3153
971	971
207	207
2868	2868
2726	2726
486	486
3274	3274
208	208
880	880
